battery_id,1,2,3,4,5,6,7,8,9,10,11,12,trend
BGR1010,,,,,,,,21.356944444444444,9.455294117647059,11.855424836601307,8.641197916666666,,-3.5747108864379085
BGR1034,5.981478174603175,3.316388888888889,,,,,,,,,,,-2.6650892857142856
BGR1043,,,,,,,,15.28736111111111,16.12748611111111,9.740729166666666,10.441527777777777,3.282395833333333,-2.969588888888889
BGR1175,,,,,,,,20.812847222222224,12.125061728395062,14.84147342995169,14.026001984126983,5.333333333333333,-2.9058087522045866
BGR1233,,,,,,,,13.413805555555555,12.887111111111112,8.390761316872428,5.932222222222222,,-2.6941099794238683
BGU10012,,,,,,,,,14.989479166666666,8.828503086419753,,,-6.160976080246913
BGU10022,,,,,,,,14.734722222222222,9.74436507936508,21.492777777777775,3.448480392156863,5.694236111111111,-2.437685690943044
BGU10034,,,,,,,,,15.072480158730158,13.097109375,9.202736111111111,8.942222222222222,-2.2285147073412697
BGU10041,,,,,,,,,,15.615436507936508,12.036877394636015,10.78888888888889,-2.413273809523809
BGU10042,,,,,,,,24.193055555555556,9.803040123456789,12.376955128205129,10.209694444444445,11.319194444444445,-2.534106790123457
BGU10044,,,,,,,,,,13.685586419753086,16.031710526315788,6.459583333333333,-3.6130015432098763
BGU10052,,,,,,,,,,14.70131111111111,11.410188492063492,6.622060185185185,-4.039625462962963
BGU10067,,,,,,,,,,13.428675213675215,12.36123015873016,8.074722222222222,-2.676976495726496
BGU10068,,,,,,,,14.155805555555554,14.218436213991769,18.35298611111111,1.2344444444444445,4.838055555555556,-3.1619491769547325
BGU10076,,,,,,,,,,,9.898888888888889,7.754753086419752,-2.144135802469137
BGU10079,,,,,,,,,,13.704111111111112,11.85219696969697,9.24787037037037,-2.2281203703703714
BGU10085,,,,,,,,,,21.291574074074074,9.515388888888888,12.51795138888889,-4.386811342592592
BGU10101,,,,,,,,,,13.816911764705884,12.463333333333333,8.005333333333335,-2.9057892156862746
BGU10103,,,,,,,,,,12.09820707070707,12.435009920634922,3.8855555555555554,-4.106325757575758
BGU10121,,,,,,,,,,9.787210144927537,11.236477272727273,4.8611458333333335,-2.4630321557971016
BGU10129,,,,,,,,,14.00506704980843,11.884925213675213,7.044126984126984,,-3.480470032840723
BGU10135,,,,,,,,,14.0284477124183,12.823496732026143,12.91372759856631,5.909475308641976,-2.426668634478881
BGU10152,,,,,,,,23.179166666666667,16.322472222222224,11.719614695340502,9.464882478632479,12.954833333333331,-2.7306256410256418
BGU10164,,,,,,,,25.73027777777778,10.665700483091786,10.361617647058823,15.800732323232324,11.380580808080808,-2.3564362099253406
BGU10168,,,,,,,,,,,13.99037037037037,10.107063492063492,-3.883306878306877
BGU10172,,,,,,,,,,10.244146825396825,12.116531986531987,3.3793055555555553,-3.4324206349206348
BGU10183,,,,,,,,,,22.82173611111111,18.24939393939394,7.9714629629629625,-7.425136574074073
BGU10203,,,,,,,,,17.309583333333332,8.939486531986532,12.718842592592592,6.264027777777778,-2.9357310606060603
BGU10205,,,,,,,,26.989444444444445,8.958868563685638,11.80186507936508,11.770366666666666,10.687027777777777,-2.979333523035231
BGU10213,,,,,,,,,,26.77,20.308888888888887,12.333819444444444,-7.218090277777778
BGU10214,,,,,,,,,,17.00904320987654,13.002777777777778,12.857698412698413,-2.075672398589064
BGU10229,,,,,,,,,,14.446565656565657,12.461800766283526,9.657638888888888,-2.394463383838384
BGU10244,,,,,,,,,10.900657894736842,8.647175925925927,,,-2.253481968810915
BGU10247,,,,,,,,,,21.015694444444446,7.813683574879226,7.4537152777777775,-6.780989583333333
BGU10256,,,,,,,,,,12.556055555555556,11.314732142857142,7.594464285714286,-2.480795634920635
BGU10269,,,,,,,,13.962623456790125,10.2953,11.248755144032922,6.5304166666666665,,-2.1343165226337453
BGU10298,,,,,,,,,,,11.3795987654321,8.667539682539683,-2.7120590828924165
BGU10317,,,,,,,,,,,12.461291666666666,8.832962962962965,-3.6283287037037013
BGU10330,,,,,,,,16.083715277777777,12.676769547325103,,,,-3.4069457304526747
BGU10344,,,,,,,,,13.638958333333333,25.18027777777778,1.9880555555555555,13.416944444444445,-2.3858263888888893
BGU10351,,,,,,,,18.45638888888889,9.917407407407408,10.612847222222223,11.14800925925926,6.2508333333333335,-2.318050925925926
BGU10360,,,,,,,,,,15.109444444444444,10.019166666666665,9.906527777777779,-2.6014583333333325
BGU11013,,,,,,,,,,,13.835486111111111,9.99395061728395,-3.841535493827161
BGU11037,,,,,,,,,,,11.844878472222222,1.3297222222222222,-10.51515625
BGU11057,,,,,,,,,,,18.638333333333332,8.147111111111112,-10.49122222222222
BGU11113,,,,,,,,,,,13.774848484848485,9.443162393162392,-4.331686091686093
BGU11150,,,,,,,,,,,20.305303030303033,15.3884375,-4.916865530303033
BGU11158,,,,,,,,,,,16.18166666666667,9.055631313131313,-7.1260353535353556
BGU11174,,,,,,,,,,,12.7290873015873,9.126111111111111,-3.6029761904761894
BGU11191,,,,,,,,,,,14.089722222222223,10.901574074074075,-3.188148148148148
BGU11210,,,,,,,,,,,18.053333333333335,10.000934343434345,-8.05239898989899
BGU11221,,,,,,,,,,,12.621666666666666,8.950486111111111,-3.671180555555555
BGU11230,,,,,,,,,,,16.56138888888889,10.918148148148148,-5.64324074074074
BGU11296,,,,,,,,,,,11.672939814814816,8.237380952380953,-3.4355588624338633
BGU11313,,,,,,,,,,,6.930555555555555,1.83625,-5.094305555555556
BGU11315,,,,,,,,,,,24.8,15.55574074074074,-9.24425925925926
BGU11328,,,,,,,,,,,16.883333333333333,12.731666666666667,-4.1516666666666655
BGU11345,,,,,,,,,,,14.925833333333333,8.441574074074074,-6.484259259259259
BGU9135,,,,12.643253968253969,13.251055555555556,7.438333333333333,,,,,,,-2.6024603174603183
BGU9160,,,,,,,14.351319444444444,8.147076023391813,,,,,-6.204243421052631
BGU9278,,,,,,,,19.717927350427352,15.703809523809522,10.531470588235294,12.284927536231885,9.580864197530865,-2.369300829337061
BGU9436,,,,,,,16.570694444444445,10.212993827160496,,,14.296825396825398,8.273472222222221,-2.080783509700177
BH4A012,12.502893518518519,7.894753086419753,7.418888888888889,,,,,,,,,,-2.542002314814815
BH4A030,15.6375,11.557500000000001,11.768015873015873,6.89179012345679,,,,,,,,,-2.6026613756613757
BH4A031,13.034541062801933,9.39891414141414,7.584444444444443,,,,,,,,,,-2.725048309178745
BH4A051,16.376597222222223,14.86987037037037,11.545782828282828,4.825833333333334,,,,,,,,,-3.797637920875421
BH4A059,11.608531746031746,7.135740740740741,,,,,,,,,,,-4.472791005291005
BH4A076,10.26514403292181,5.729444444444445,,,,,,,,,,,-4.535699588477366
BH4A139,12.888499999999999,1.2240277777777777,,,,,,,,,,,-11.664472222222221
BH4A174,7.768055555555555,10.766361111111113,3.1425,,,,,,,,,,-2.3127777777777774
BH4A192,6.976633333333333,3.8274537037037035,,,,,,,,,,,-3.1491796296296295
BH4A233,9.714325396825398,9.952853535353535,5.024393939393939,,,,,,,,,,-2.3449657287157293
BJE8021,,,,,,14.718696581196582,14.229351851851852,10.385416666666666,,,,,-2.166639957264958
BJE8039,,,,,,19.264583333333334,11.06787037037037,10.97578373015873,12.572275132275132,7.535231481481482,,,-2.1954298941798944
BJE8058,,,,,,,10.694930555555555,7.066468253968254,,,,,-3.6284623015873008
